"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048245","GO:0048245","eosinophil chemotaxis","4/80","28/18870",5.67501869271173e-06,5.99290507813055e-05,3.02727550367053e-05,"CCL2/CCL5/CCL13/CCL4",4
"GO:1900048","GO:1900048","positive regulation of hemostasis","4/80","28/18870",5.67501869271173e-06,5.99290507813055e-05,3.02727550367053e-05,"PLAU/SERPINE1/THBS1/THBD",4
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","7/80","163/18870",5.90218891457168e-06,6.20945642735275e-05,3.13666495440277e-05,"FASLG/MMP9/PMAIP1/TNF/THBS1/S100A8/PLAUR",7
"GO:0002526","GO:0002526","acute inflammatory response","6/80","107/18870",6.1711055512573e-06,6.46814757219469e-05,3.26734103813623e-05,"IL1B/IL6/TNF/A2M/C3/CCR7",6
"GO:0090025","GO:0090025","regulation of monocyte chemotaxis","4/80","29/18870",6.56185321457793e-06,6.85213594042729e-05,3.46131016758014e-05,"CCL5/CXCL10/SERPINE1/DUSP1",4
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","5/80","63/18870",6.99684733588143e-06,7.27931265425591e-05,3.6770955979603e-05,"IL1B/IL6/SERPINE1/TNF/HSPA1A",5
"GO:0006979","GO:0006979","response to oxidative stress","10/80","400/18870",7.19030811131663e-06,7.449859964636e-05,3.76324641933984e-05,"EDN1/FOS/IL6/MMP9/CYP1B1/HSPA1A/SOD2/EPAS1/AREG/CDK1",10
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","6/80","110/18870",7.24034094106667e-06,7.449859964636e-05,3.76324641933984e-05,"IER3/MMP9/PMAIP1/HSPA1A/SOD2/PLAUR",6
"GO:0042116","GO:0042116","macrophage activation","6/80","110/18870",7.24034094106667e-06,7.449859964636e-05,3.76324641933984e-05,"IFNG/IL10/IL6/TNF/THBS1/C5AR1",6
"GO:0010955","GO:0010955","negative regulation of protein processing","4/80","30/18870",7.54702476002461e-06,7.53522329962646e-05,3.80636713117478e-05,"PLAU/SERPINE1/THBS1/SERPINE2",4
"GO:0050820","GO:0050820","positive regulation of coagulation","4/80","30/18870",7.54702476002461e-06,7.53522329962646e-05,3.80636713117478e-05,"PLAU/SERPINE1/THBS1/THBD",4
"GO:1903318","GO:1903318","negative regulation of protein maturation","4/80","30/18870",7.54702476002461e-06,7.53522329962646e-05,3.80636713117478e-05,"PLAU/SERPINE1/THBS1/SERPINE2",4
"GO:0048872","GO:0048872","homeostasis of number of cells","9/80","316/18870",7.55385830485382e-06,7.53522329962646e-05,3.80636713117478e-05,"IL2/IL2RA/IL6/IL7/IL7R/PMAIP1/HSPA1A/EPAS1/CCR7",9
"GO:0002712","GO:0002712","regulation of B cell mediated immunity","5/80","64/18870",7.56473111603653e-06,7.53522329962646e-05,3.80636713117478e-05,"IL10/IL2/TNF/TNFSF13/C3",5
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response","5/80","64/18870",7.56473111603653e-06,7.53522329962646e-05,3.80636713117478e-05,"IL10/IL2/TNF/TNFSF13/C3",5
"GO:0031100","GO:0031100","animal organ regeneration","5/80","64/18870",7.56473111603653e-06,7.53522329962646e-05,3.80636713117478e-05,"IL10/IL6/TNF/ADM/CDK1",5
"GO:0032615","GO:0032615","interleukin-12 production","5/80","64/18870",7.56473111603653e-06,7.53522329962646e-05,3.80636713117478e-05,"IFNG/IL10/CD40LG/THBS1/CCR7",5
"GO:0032655","GO:0032655","regulation of interleukin-12 production","5/80","64/18870",7.56473111603653e-06,7.53522329962646e-05,3.80636713117478e-05,"IFNG/IL10/CD40LG/THBS1/CCR7",5
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","7/80","171/18870",8.08340757208548e-06,8.02342468904174e-05,4.05297876405848e-05,"IFNG/IL1B/MMP9/SERPINE1/TNF/CLDN5/LIF",7
"GO:0002274","GO:0002274","myeloid leukocyte activation","8/80","241/18870",8.27538384466931e-06,8.18505395059017e-05,4.13462469333366e-05,"CCL5/CXCL8/IFNG/IL10/IL6/TNF/THBS1/C5AR1",8
"GO:0050769","GO:0050769","positive regulation of neurogenesis","8/80","242/18870",8.52925420085783e-06,8.40655264919636e-05,4.24651326417594e-05,"IFNG/IL1B/IL6/TNF/CXCR4/SERPINE2/LIF/EGR2",8
"GO:0002676","GO:0002676","regulation of chronic inflammatory response","3/80","10/18870",8.61849103644381e-06,8.45366502979332e-05,4.27031176487658e-05,"CCL5/IL10/TNF",3
"GO:2000273","GO:2000273","positive regulation of signaling receptor activity","4/80","31/18870",8.63724408526409e-06,8.45366502979332e-05,4.27031176487658e-05,"CCL2/EDN1/IFNG/IL10",4
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","8/80","244/18870",9.05678605311198e-06,8.83351111916373e-05,4.46218845014435e-05,"EDN1/IL10/IL1B/IL6/TNF/CD40LG/HSPA1A/S100A8",8
"GO:0038034","GO:0038034","signal transduction in absence of ligand","5/80","67/18870",9.48730131264414e-06,9.15801697155237e-05,4.62611038865773e-05,"IL1B/IL2/IL7/TNF/HSPA1A",5
"GO:0070613","GO:0070613","regulation of protein processing","5/80","67/18870",9.48730131264414e-06,9.15801697155237e-05,4.62611038865773e-05,"PLAU/SERPINE1/THBS1/SERPINE2/PLAUR",5
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","5/80","67/18870",9.48730131264414e-06,9.15801697155237e-05,4.62611038865773e-05,"IL1B/IL2/IL7/TNF/HSPA1A",5
"GO:0002790","GO:0002790","peptide secretion","8/80","246/18870",9.61162521814448e-06,9.24625179375611e-05,4.67068161285464e-05,"CCL5/EDN1/IFNG/IL1B/IL6/TNF/SPINK1/S100A8",8
"GO:0051347","GO:0051347","positive regulation of transferase activity","10/80","414/18870",9.70828847049063e-06,9.27479319605274e-05,4.68509910935867e-05,"CCL5/CD86/EDN1/IFNG/IL1B/TNF/CCL21/THBS1/DKK1/CCR7",10
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","6/80","116/18870",9.8302855492875e-06,9.27479319605274e-05,4.68509910935867e-05,"CD80/CD83/CD86/IFNG/IL2/IL2RA",6
"GO:0034694","GO:0034694","response to prostaglandin","4/80","32/18870",9.83940324821543e-06,9.27479319605274e-05,4.68509910935867e-05,"EDN1/CCL21/A2M/CCR7",4
"GO:0060055","GO:0060055","angiogenesis involved in wound healing","4/80","32/18870",9.83940324821543e-06,9.27479319605274e-05,4.68509910935867e-05,"SERPINE1/TNF/CXCR4/SMOC2",4
"GO:0072677","GO:0072677","eosinophil migration","4/80","32/18870",9.83940324821543e-06,9.27479319605274e-05,4.68509910935867e-05,"CCL2/CCL5/CCL13/CCL4",4
"GO:1901889","GO:1901889","negative regulation of cell junction assembly","4/80","32/18870",9.83940324821543e-06,9.27479319605274e-05,4.68509910935867e-05,"IL1B/TNF/THBS1/DKK1",4
"GO:0042742","GO:0042742","defense response to bacterium","9/80","330/18870",1.06917210016845e-05,0.000100444964193083,5.07390949138207e-05,"IL10/IL1B/IL6/IL7R/SERPINE1/TNF/S100A8/KLRK1/C5AR1",9
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","6/80","118/18870",1.08436705294595e-05,0.000101532901724172,5.12886592060048e-05,"IL1B/IL6/IL7R/TNF/KLRK1/C5AR1",6
"GO:0046883","GO:0046883","regulation of hormone secretion","8/80","251/18870",1.11257132599535e-05,0.000103808101737135,5.24379611180821e-05,"CCL5/EDN1/IFNG/IL1B/IL6/TNF/SPINK1/LIF",8
"GO:0036336","GO:0036336","dendritic cell migration","4/80","33/18870",1.11605719916749e-05,0.000103808101737135,5.24379611180821e-05,"CCL5/CCL21/CXCR4/CCR7",4
"GO:0032609","GO:0032609","type II interferon production","6/80","119/18870",1.13811606859105e-05,0.000105163422258956,5.31225921212165e-05,"IL10/IL1B/IL2/TNF/KLRK1/CCR7",6
"GO:0032649","GO:0032649","regulation of type II interferon production","6/80","119/18870",1.13811606859105e-05,0.000105163422258956,5.31225921212165e-05,"IL10/IL1B/IL2/TNF/KLRK1/CCR7",6
"GO:0040013","GO:0040013","negative regulation of locomotion","10/80","423/18870",1.17020587402851e-05,0.000107527106801614,5.43165913955428e-05,"CCL2/SERPINE1/TNF/CCL21/DUSP1/THBS1/CYP1B1/CLDN5/KLRK1/TIMP1",10
"GO:0046631","GO:0046631","alpha-beta T cell activation","7/80","181/18870",1.17135260524364e-05,0.000107527106801614,5.43165913955428e-05,"CD80/CD83/CD86/IFNG/IL2/IL2RA/IL6",7
"GO:0051607","GO:0051607","defense response to virus","9/80","334/18870",1.17707238164908e-05,0.000107700205864895,5.4404031217657e-05,"CXCL10/IFNG/IL1B/IL6/PMAIP1/TNF/IFIT3/PRF1/APOBEC3A",9
"GO:0002604","GO:0002604","regulation of dendritic cell antigen processing and presentation","3/80","11/18870",1.18141935616244e-05,0.000107746979592867,5.44276586502723e-05,"CCL21/THBS1/CCR7",3
"GO:0140546","GO:0140546","defense response to symbiont","9/80","335/18870",1.20545704843985e-05,0.000109583457898626,5.53553432565804e-05,"CXCL10/IFNG/IL1B/IL6/PMAIP1/TNF/IFIT3/PRF1/APOBEC3A",9
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","4/80","34/18870",1.26079941648259e-05,0.000112916039604472,5.70387743856509e-05,"CD80/CD83/CD86/IL1B",4
"GO:0034110","GO:0034110","regulation of homotypic cell-cell adhesion","4/80","34/18870",1.26079941648259e-05,0.000112916039604472,5.70387743856509e-05,"CCL5/IL6/SERPINE2/PLAUR",4
"GO:0043372","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","4/80","34/18870",1.26079941648259e-05,0.000112916039604472,5.70387743856509e-05,"CD80/CD83/CD86/IFNG",4
"GO:0050901","GO:0050901","leukocyte tethering or rolling","4/80","34/18870",1.26079941648259e-05,0.000112916039604472,5.70387743856509e-05,"SELL/TNF/VCAM1/CCL21",4
"GO:1903317","GO:1903317","regulation of protein maturation","5/80","71/18870",1.2622156082522e-05,0.000112916039604472,5.70387743856509e-05,"PLAU/SERPINE1/THBS1/SERPINE2/PLAUR",5
"GO:0021782","GO:0021782","glial cell development","6/80","122/18870",1.31243487127507e-05,0.000117035858838465,5.91198732323739e-05,"IFNG/IL1B/IL6/TNF/S100A8/C5AR1",6
"GO:0032722","GO:0032722","positive regulation of chemokine production","5/80","72/18870",1.351932495943e-05,0.000119797425271416,6.05148598549282e-05,"IFNG/IL1B/IL6/IL7/TNF",5
"GO:0050766","GO:0050766","positive regulation of phagocytosis","5/80","72/18870",1.351932495943e-05,0.000119797425271416,6.05148598549282e-05,"CCL2/IFNG/IL1B/TNF/C3",5
"GO:0009636","GO:0009636","response to toxic substance","8/80","258/18870",1.35800320457626e-05,0.00011995694973757,6.05954425610327e-05,"CCL5/FOS/TNF/CYP1B1/SOD2/CCL4/MT2A/CDK1",8
"GO:0007565","GO:0007565","female pregnancy","7/80","186/18870",1.39818196987851e-05,0.000123118907629741,6.21926842236012e-05,"FOS/IL1B/MMP9/LIF/THBD/ADM/TIMP1",7
"GO:1901099","GO:1901099","negative regulation of signal transduction in absence of ligand","4/80","35/18870",1.41890841827783e-05,0.000124165537287926,6.27213821229224e-05,"IL1B/IL7/TNF/HSPA1A",4
"GO:2001240","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","4/80","35/18870",1.41890841827783e-05,0.000124165537287926,6.27213821229224e-05,"IL1B/IL7/TNF/HSPA1A",4
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","6/80","124/18870",1.44019248598915e-05,0.000125247699478127,6.32680290406833e-05,"IL1B/IL2/IL6/TNF/TNFSF13/C3",6
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","6/80","124/18870",1.44019248598915e-05,0.000125247699478127,6.32680290406833e-05,"CD80/CD83/CD86/IFNG/IL2/IL6",6
"GO:0002698","GO:0002698","negative regulation of immune effector process","6/80","125/18870",1.50773697830244e-05,0.000130717073211468,6.60308462232519e-05,"CD80/IL10/IL2/IL7R/TNF/A2M",6
"GO:0045123","GO:0045123","cellular extravasation","5/80","74/18870",1.54624873249465e-05,0.000133233518085198,6.73020113465542e-05,"CCL2/SELL/TNF/VCAM1/CCL21",5
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","5/80","74/18870",1.54624873249465e-05,0.000133233518085198,6.73020113465542e-05,"CD80/CD83/CD86/IFNG/IL2",5
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","7/80","190/18870",1.60481089393589e-05,0.000137856691164095,6.96373759866595e-05,"IL10/MMP9/PMAIP1/HSPA1A/S100A8/SOD2/PLAUR",7
"GO:0046683","GO:0046683","response to organophosphorus","6/80","127/18870",1.6505069613394e-05,0.000140981597511106,7.12159013115627e-05,"FOS/IL1B/CYP1B1/THBD/AREG/FBP1",6
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","5/80","75/18870",1.65122625778404e-05,0.000140981597511106,7.12159013115627e-05,"CD80/CD86/IFNG/IL2/IL6",5
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","5/80","76/18870",1.76167550485403e-05,0.000149502915200452,7.55203873602552e-05,"CD80/CD86/IFNG/IL2/IL6",5
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","5/80","76/18870",1.76167550485403e-05,0.000149502915200452,7.55203873602552e-05,"CD80/CD86/IFNG/IL2/IL6",5
"GO:0006816","GO:0006816","calcium ion transport","10/80","445/18870",1.81241763957711e-05,0.000153345817758196,7.74616036192121e-05,"CCL2/CCL5/CXCL10/EDN1/FASLG/CCL21/CXCR4/SPINK1/CCL4/CCR7",10
"GO:0042886","GO:0042886","amide transport","9/80","354/18870",1.86736471396722e-05,0.000157520344790808,7.95703377407242e-05,"CCL5/EDN1/IFNG/IL1B/IL6/TNF/CA2/SPINK1/S100A8",9
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","6/80","130/18870",1.88495199422245e-05,0.000158527848855415,8.00792716108371e-05,"IL1B/IL2/IL6/TNF/TNFSF13/C3",6
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","7/80","195/18870",1.89801321306067e-05,0.000159149824342908,8.03934583253978e-05,"FASLG/MMP9/PMAIP1/TNF/THBS1/S100A8/PLAUR",7
"GO:0002377","GO:0002377","immunoglobulin production","7/80","196/18870",1.96165838854914e-05,0.000163996976590313,8.28419645289547e-05,"CD86/IL10/IL2/IL6/TNF/TNFSF13/CD40LG",7
"GO:0019079","GO:0019079","viral genome replication","6/80","131/18870",1.96881017255535e-05,0.000164106462157507,8.28972704233832e-05,"CCL2/CCL5/CXCL8/TNF/APOBEC3A/CXCR6",6
"GO:0002863","GO:0002863","positive regulation of inflammatory response to antigenic stimulus","3/80","13/18870",2.03529386999338e-05,0.000168647211823345,8.51909994333513e-05,"TNF/C3/CCR7",3
"GO:1902947","GO:1902947","regulation of tau-protein kinase activity","3/80","13/18870",2.03529386999338e-05,0.000168647211823345,8.51909994333513e-05,"IFNG/DKK1/C5AR1",3
"GO:0002791","GO:0002791","regulation of peptide secretion","7/80","198/18870",2.09424582031334e-05,0.000173021662037064,8.74007233988352e-05,"CCL5/IFNG/IL1B/IL6/TNF/SPINK1/S100A8",7
"GO:0002520","GO:0002520","immune system development","7/80","199/18870",2.16326365345083e-05,0.000178199636438222,9.00163421778583e-05,"IL10/IL2/IL2RA/IL7R/TNFSF13/CD40LG/ICOS",7
"GO:0097242","GO:0097242","amyloid-beta clearance","4/80","39/18870",2.20041857038934e-05,0.000180730285503616,9.12946824525956e-05,"IFNG/TNF/C3/C5AR1",4
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","6/80","136/18870",2.43445428983288e-05,0.000199369740528879,0.000100710277204073,"CD86/IL10/IL1B/IL2/IL6/TNFSF13",6
"GO:0034116","GO:0034116","positive regulation of heterotypic cell-cell adhesion","3/80","14/18870",2.58245807513847e-05,0.000210264485016347,0.000106213683761607,"IL10/IL1B/TNF",3
"GO:1902043","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/80","14/18870",2.58245807513847e-05,0.000210264485016347,0.000106213683761607,"ATF3/PMAIP1/THBS1",3
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","7/80","205/18870",2.61797786915717e-05,0.000212540457643425,0.000107363375954483,"CD80/CD86/IL10/IL2/IL2RA/CCL21/SERPINE2",7
"GO:0048246","GO:0048246","macrophage chemotaxis","4/80","41/18870",2.69184727140612e-05,0.000217281580039649,0.000109758321895204,"CCL2/CCL5/THBS1/C5AR1",4
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","4/80","41/18870",2.69184727140612e-05,0.000217281580039649,0.000109758321895204,"IL1B/IL6/MMP9/TNF",4
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","5/80","84/18870",2.86698750530498e-05,0.000229486705032801,0.000115923658310399,"CD80/CD86/IFNG/IL2/IL6",5
"GO:0050871","GO:0050871","positive regulation of B cell activation","5/80","84/18870",2.86698750530498e-05,0.000229486705032801,0.000115923658310399,"IL10/IL2/IL6/IL7/TNFSF13",5
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","6/80","140/18870",2.86756260115747e-05,0.000229486705032801,0.000115923658310399,"EDN1/IFNG/IL1B/TNF/THBS1/DKK1",6
"GO:1901653","GO:1901653","cellular response to peptide","9/80","374/18870",2.87651222295871e-05,0.000229548944155995,0.000115955097982905,"EDN1/FOS/IL1B/TNF/VCAM1/CYP1B1/CA2/SPINK1/FBP1",9
"GO:2000403","GO:2000403","positive regulation of lymphocyte migration","4/80","42/18870",2.96564425956857e-05,0.000235991351986632,0.000119209436764527,"CCL5/CXCL10/CCL21/CCL4",4
"GO:0051591","GO:0051591","response to cAMP","5/80","85/18870",3.03612431381998e-05,0.000240917321963851,0.000121697757211696,"FOS/CYP1B1/THBD/AREG/FBP1",5
"GO:0043405","GO:0043405","regulation of MAP kinase activity","6/80","142/18870",3.10622705640576e-05,0.000245785684547712,0.000124156977673387,"EDN1/IL1B/TNF/DUSP1/THBS1/DKK1",6
"GO:0051962","GO:0051962","positive regulation of nervous system development","8/80","290/18870",3.14180289562508e-05,0.000247902368927271,0.000125226206484406,"IFNG/IL1B/IL6/TNF/CXCR4/SERPINE2/LIF/EGR2",8
"GO:0001771","GO:0001771","immunological synapse formation","3/80","15/18870",3.21820952700999e-05,0.000251922193574496,0.000127256793741328,"CCL21/PRF1/CCR7",3
"GO:0002468","GO:0002468","dendritic cell antigen processing and presentation","3/80","15/18870",3.21820952700999e-05,0.000251922193574496,0.000127256793741328,"CCL21/THBS1/CCR7",3
"GO:0030100","GO:0030100","regulation of endocytosis","8/80","291/18870",3.21965352414539e-05,0.000251922193574496,0.000127256793741328,"CCL2/IFNG/IL1B/SERPINE1/TNF/CCL21/DKK1/C3",8
"GO:0014074","GO:0014074","response to purine-containing compound","6/80","143/18870",3.23140575577326e-05,0.000252139410221308,0.000127366519262642,"FOS/IL1B/CYP1B1/THBD/AREG/FBP1",6
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","4/80","43/18870",3.25931234682125e-05,0.000252911833763008,0.000127756703795145,"IL2/TNF/TNFSF13/C3",4
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","4/80","43/18870",3.25931234682125e-05,0.000252911833763008,0.000127756703795145,"IL2/TNF/TNFSF13/C3",4
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","6/80","145/18870",3.49392754450009e-05,0.000269627540453318,0.000136200530074787,"IFNG/IL1B/TNF/CCL21/ADM/CCR7",6
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","6/80","145/18870",3.49392754450009e-05,0.000269627540453318,0.000136200530074787,"ATF3/PMAIP1/TNF/THBS1/S100A8/G0S2",6
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","4/80","44/18870",3.57373116431104e-05,0.000274804320699991,0.000138815545634741,"CD80/CD83/CD86/IFNG",4
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","5/80","88/18870",3.59035904937332e-05,0.000274804320699991,0.000138815545634741,"EDN1/IL1B/TNF/THBS1/DKK1",5
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","5/80","88/18870",3.59035904937332e-05,0.000274804320699991,0.000138815545634741,"CD80/CD86/IL10/IL2/IL2RA",5
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","5/80","89/18870",3.79152338156373e-05,0.000289412749424253,0.000146194894689585,"CD80/CD86/IL10/IL2/IL2RA",5
"GO:0045687","GO:0045687","positive regulation of glial cell differentiation","4/80","45/18870",3.90979406179467e-05,0.000297375439181853,0.000150217193613437,"CXCR4/SERPINE2/LIF/EGR2",4
"GO:0010819","GO:0010819","regulation of T cell chemotaxis","3/80","16/18870",3.94877318671524e-05,0.000297375439181853,0.000150217193613437,"CCL5/CXCL10/CCL21",3
"GO:0034112","GO:0034112","positive regulation of homotypic cell-cell adhesion","3/80","16/18870",3.94877318671524e-05,0.000297375439181853,0.000150217193613437,"CCL5/IL6/PLAUR",3
"GO:0045579","GO:0045579","positive regulation of B cell differentiation","3/80","16/18870",3.94877318671524e-05,0.000297375439181853,0.000150217193613437,"IL10/IL2/IL7",3
"GO:0051044","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","3/80","16/18870",3.94877318671524e-05,0.000297375439181853,0.000150217193613437,"IFNG/IL1B/TNF",3
"GO:0002312","GO:0002312","B cell activation involved in immune response","5/80","90/18870",4.00131313768013e-05,0.000300526433255174,0.000151808896977,"IL10/IL2/IL6/TNFSF13/CD40LG",5
"GO:0016525","GO:0016525","negative regulation of angiogenesis","6/80","150/18870",4.22575794089169e-05,0.000316537441492394,0.000159896749595004,"CXCL10/FASLG/SERPINE1/TNF/THBS1/CLDN5",6
"GO:2001239","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","4/80","46/18870",4.26840779343499e-05,0.000318881848185076,0.000161081010793683,"IL1B/IL7/TNF/HSPA1A",4
"GO:0001906","GO:0001906","cell killing","7/80","223/18870",4.47748426123066e-05,0.000332731568513146,0.000168077103429099,"IFNG/IL7R/CCL13/PRF1/C3/KLRC2/KLRK1",7
"GO:0050866","GO:0050866","negative regulation of cell activation","7/80","223/18870",4.47748426123066e-05,0.000332731568513146,0.000168077103429099,"CD80/CD86/IL10/IL2/IL2RA/SERPINE2/THBD",7
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","6/80","152/18870",4.55083145531681e-05,0.000336402251525919,0.000169931324148672,"CD80/CD86/IL10/IL2/IL2RA/CCL21",6
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","6/80","152/18870",4.55083145531681e-05,0.000336402251525919,0.000169931324148672,"CXCL10/FASLG/SERPINE1/TNF/THBS1/CLDN5",6
"GO:0043029","GO:0043029","T cell homeostasis","4/80","47/18870",4.6504922070441e-05,0.000341969440041541,0.000172743551807535,"IL2/IL2RA/IL7R/PMAIP1",4
"GO:0051353","GO:0051353","positive regulation of oxidoreductase activity","4/80","47/18870",4.6504922070441e-05,0.000341969440041541,0.000172743551807535,"EDN1/IFNG/IL1B/TNF",4
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","5/80","93/18870",4.68500950977589e-05,0.000343608138719594,0.000173571329371386,"EDN1/IL10/MMP9/TNF/SOD2",5
"GO:0030183","GO:0030183","B cell differentiation","6/80","153/18870",4.72071898034323e-05,0.000344428561448938,0.000173985760369178,"IL10/IL2/IL6/IL7/VCAM1/CD40LG",6
"GO:1901343","GO:1901343","negative regulation of vasculature development","6/80","153/18870",4.72071898034323e-05,0.000344428561448938,0.000173985760369178,"CXCL10/FASLG/SERPINE1/TNF/THBS1/CLDN5",6
"GO:1901550","GO:1901550","regulation of endothelial cell development","3/80","17/18870",4.78029321813172e-05,0.000346972704127442,0.000175270916851396,"IL1B/TNF/CLDN5",3
"GO:1903140","GO:1903140","regulation of establishment of endothelial barrier","3/80","17/18870",4.78029321813172e-05,0.000346972704127442,0.000175270916851396,"IL1B/TNF/CLDN5",3
"GO:0046879","GO:0046879","hormone secretion","8/80","308/18870",4.81193520891095e-05,0.000348369226851311,0.000175976360868474,"CCL5/EDN1/IFNG/IL1B/IL6/TNF/SPINK1/LIF",8
"GO:0019915","GO:0019915","lipid storage","5/80","94/18870",4.93189553917188e-05,0.000356136107185959,0.000179899747985488,"IL1B/IL6/NFKBIA/TNF/C3",5
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","4/80","48/18870",5.0569799367446e-05,0.000363300681389145,0.000183518884230225,"IL10/TNF/C3/CCR7",4
"GO:0006953","GO:0006953","acute-phase response","4/80","48/18870",5.0569799367446e-05,0.000363300681389145,0.000183518884230225,"IL1B/IL6/TNF/A2M",4
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","5/80","95/18870",5.1887242742942e-05,0.000370868358434922,0.000187341645151964,"EDN1/IER3/TNF/SOD2/ADM",5
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","5/80","95/18870",5.1887242742942e-05,0.000370868358434922,0.000187341645151964,"EDN1/IL10/MMP9/TNF/SOD2",5
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","5/80","96/18870",5.45577114100367e-05,0.000388966018656835,0.000196483555919662,"CD80/CD86/IL10/IL2/IL2RA",5
"GO:0001774","GO:0001774","microglial cell activation","4/80","49/18870",5.48881609902085e-05,0.00039033125119366,0.000197173193910196,"IFNG/IL6/TNF/C5AR1",4
"GO:0002440","GO:0002440","production of molecular mediator of immune response","8/80","314/18870",5.51138503780018e-05,0.00039094647907022,0.00019748397211469,"CD86/IL10/IL1B/IL2/IL6/TNF/TNFSF13/CD40LG",8
"GO:0150078","GO:0150078","positive regulation of neuroinflammatory response","3/80","18/18870",5.71883365154775e-05,0.000404639892372737,0.000204401107312379,"IL1B/IL6/TNF",3
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","4/80","50/18870",5.94695799213231e-05,0.000419723743716072,0.00021202061289062,"ATF3/PMAIP1/SERPINE1/THBS1",4
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","7/80","234/18870",6.07027082098957e-05,0.000427353151282198,0.000215874556567575,"EDN1/IER3/PMAIP1/TNF/THBS1/CYP1B1/SOD2",7
"GO:0009914","GO:0009914","hormone transport","8/80","319/18870",6.15722432174167e-05,0.000432391077994309,0.000218419431202836,"CCL5/EDN1/IFNG/IL1B/IL6/TNF/SPINK1/LIF",8
"GO:0010043","GO:0010043","response to zinc ion","4/80","51/18870",6.43237479886133e-05,0.00045058705261849,0.000227611004826488,"VCAM1/S100A8/SOD2/MT2A",4
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","8/80","322/18870",6.57413897118665e-05,0.00045937204900655,0.000232048686388049,"CCL5/CD80/CD86/CXCL8/CXCR4/HSPA1A/CCL4/CDK1",8
"GO:0050764","GO:0050764","regulation of phagocytosis","5/80","100/18870",6.63178719708351e-05,0.000462250378079593,0.000233502654869233,"CCL2/IFNG/IL1B/TNF/C3",5
"GO:0044409","GO:0044409","entry into host","6/80","163/18870",6.7157619381783e-05,0.000466944932780763,0.000235874077453474,"CD80/CD86/CXCL8/CXCR4/HSPA1A/CDK1",6
"GO:0010759","GO:0010759","positive regulation of macrophage chemotaxis","3/80","19/18870",6.77037904286217e-05,0.00046842351555172,0.000236620973548826,"CCL5/THBS1/C5AR1",3
